Genome_ID	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	qcovs	qcovhsp
NZ_CP019041.1	BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS|Transcriptional|regulatory|protein|PmrA|OS=Pectobacterium|sp.|(strain|SCC3193)|GN=pmrA|PE=3|SV=1	NZ_CP019041.1	33.182	220	139	4	3	214	385280	384621	8.26e-24	96.3	222	98	95
NZ_CP019041.1	BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS|Transcriptional|regulatory|protein|PmrA|OS=Pectobacterium|sp.|(strain|SCC3193)|GN=pmrA|PE=3|SV=1	NZ_CP019041.1	33.945	218	135	5	3	213	1672409	1671762	1.68e-23	95.1	222	98	95
NZ_CP019041.1	BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS|Transcriptional|regulatory|protein|PmrA|OS=Pectobacterium|sp.|(strain|SCC3193)|GN=pmrA|PE=3|SV=1	NZ_CP019041.1	35.841	226	135	3	2	218	1074409	1075083	2.2999999999999998e-23	94.7	222	98	98
NZ_CP019041.1	BAC0485|pmrC|tr|Q70FH1|Q70FH1_PECCC|Putative|cytoplasmic|membrane|protein|pmrC|OS=Pectobacterium|carotovorum|subsp.|carotovorum|GN=pmrC|PE=4|SV=1	NZ_CP019041.1	39.7	534	313	6	17	545	2876695	2875106	1.2900000000000001e-117	380.0	548	97	97
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	55.597	268	107	3	1	257	2643006	2642206	8.360000000000001e-88	281.0	257	100	100
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	35.521	259	149	7	2	252	2338985	2339731	6.01e-36	132.0	257	100	98
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	35.887	248	140	7	11	252	1441169	1440465	3.1e-35	130.0	257	100	94
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	33.468	248	151	7	11	254	674926	675639	2.21e-31	119.0	257	100	95
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	36.555	238	130	9	10	242	3307705	3307040	1.2100000000000001e-29	114.0	257	100	91
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	32.0	250	152	7	11	252	2526704	2527423	2.96e-25	101.0	257	100	94
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	30.29	241	153	6	6	243	1519090	1518404	2.48e-22	93.2	257	100	93
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	31.224	237	130	7	9	237	231421	232056	2.89e-22	92.8	257	100	89
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	32.328	232	125	9	17	237	2029329	2029961	6.2000000000000004e-21	89.0	257	100	86
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	28.352	261	157	9	8	249	1169555	1170304	1.26e-20	88.2	257	100	94
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	27.119	236	163	6	28	257	2580100	2579402	2.15e-18	81.6	257	100	89
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	24.797	246	173	3	9	252	1330049	1330756	8.11e-18	79.7	257	100	95
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	27.027	259	162	8	11	252	2579368	2578622	3.79e-15	72.0	257	100	94
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	26.616	263	160	8	9	253	1821612	1820869	3.86e-15	72.0	257	100	95
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	26.25	240	162	4	13	242	418533	419237	4.36e-15	71.6	257	100	89
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	28.505	214	133	7	15	225	1352550	1353140	9.28e-15	70.9	257	100	82
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	27.586	261	164	10	1	243	1168619	1169380	1.3e-14	70.5	257	100	95
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	28.767	219	139	7	22	234	1394592	1395215	1.52e-14	70.1	257	100	83
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	28.936	235	152	6	11	242	419265	419933	3.48e-14	68.9	257	100	90
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	31.602	231	137	6	19	242	2163393	2162743	1.57e-13	67.0	257	100	87
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	26.147	218	142	6	19	232	1756426	1755818	1.74e-13	67.0	257	100	83
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	27.876	226	151	7	8	231	1499220	1499867	5.21e-12	62.4	257	100	87
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	24.286	210	127	6	7	213	90451	90993	4e-09	53.9	257	100	81
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	27.189	217	140	6	11	219	822175	821555	5.52e-08	50.4	257	100	81
NZ_CP019041.1	BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI|Phosphate|import|ATP-binding|protein|PstB|OS=Escherichia|coli|(strain|K12)|GN=pstB|PE=1|SV=2	NZ_CP019041.1	23.333	240	136	9	30	249	1503269	1503904	9.45e-06	43.5	257	100	86
NZ_CP019041.1	BAC0322|qacE|sp|P0AGC9|QACE_ECOLX|Quaternary|ammonium|compound-resistance|protein|QacE|OS=Escherichia|coli|GN=qacE|PE=3|SV=1	NZ_CP019041.1	64.545	110	39	0	1	110	2516891	2516562	4.64e-43	146.0	110	100	100
NZ_CP019041.1	BAC0322|qacE|sp|P0AGC9|QACE_ECOLX|Quaternary|ammonium|compound-resistance|protein|QacE|OS=Escherichia|coli|GN=qacE|PE=3|SV=1	NZ_CP019041.1	35.577	104	67	0	3	106	1030767	1031078	6.79e-15	65.9	110	100	95
NZ_CP019041.1	BAC0322|qacE|sp|P0AGC9|QACE_ECOLX|Quaternary|ammonium|compound-resistance|protein|QacE|OS=Escherichia|coli|GN=qacE|PE=3|SV=1	NZ_CP019041.1	31.313	99	68	0	3	101	2981412	2981116	9.49e-11	54.3	110	100	90
NZ_CP019041.1	BAC0323|qacEdelta1|tr|Q7BQY4|Q7BQY4_PSEAI|Disinfectant|resistance|protein|OS=Pseudomonas|aeruginosa|GN=qacEdelta1|PE=3|SV=1	NZ_CP019041.1	62.0	100	38	0	1	100	2516891	2516592	2.2100000000000002e-35	124.0	115	91	87
NZ_CP019041.1	BAC0323|qacEdelta1|tr|Q7BQY4|Q7BQY4_PSEAI|Disinfectant|resistance|protein|OS=Pseudomonas|aeruginosa|GN=qacEdelta1|PE=3|SV=1	NZ_CP019041.1	33.01	103	69	0	3	105	1030767	1031075	8.29e-13	60.5	115	91	90
NZ_CP019041.1	BAC0323|qacEdelta1|tr|Q7BQY4|Q7BQY4_PSEAI|Disinfectant|resistance|protein|OS=Pseudomonas|aeruginosa|GN=qacEdelta1|PE=3|SV=1	NZ_CP019041.1	32.609	92	62	0	3	94	2981412	2981137	6.47e-10	52.0	115	91	80
NZ_CP019041.1	BAC0324|qacF|sp|Q9X2N9|QACF_ENTAE|Quaternary|ammonium|compound-resistance|protein|QacF|OS=Enterobacter|aerogenes|GN=qacF|PE=3|SV=1	NZ_CP019041.1	62.727	110	41	0	1	110	2516891	2516562	1.45e-40	139.0	110	100	100
NZ_CP019041.1	BAC0324|qacF|sp|Q9X2N9|QACF_ENTAE|Quaternary|ammonium|compound-resistance|protein|QacF|OS=Enterobacter|aerogenes|GN=qacF|PE=3|SV=1	NZ_CP019041.1	33.333	93	62	0	14	106	1030800	1031078	1.75e-11	56.2	110	100	85
NZ_CP019041.1	BAC0324|qacF|sp|Q9X2N9|QACF_ENTAE|Quaternary|ammonium|compound-resistance|protein|QacF|OS=Enterobacter|aerogenes|GN=qacF|PE=3|SV=1	NZ_CP019041.1	28.846	104	74	0	5	108	2981406	2981095	8.37e-11	54.3	110	100	95
NZ_CP019041.1	BAC0326|qacH/qacI|sp|O87868|QACH_STASA|Quaternary|ammonium|compound-resistance|protein|QacH|OS=Staphylococcus|saprophyticus|GN=qacH|PE=3|SV=1	NZ_CP019041.1	39.048	105	64	0	3	107	2516882	2516568	2.41e-16	70.1	107	100	98
NZ_CP019041.1	BAC0326|qacH/qacI|sp|O87868|QACH_STASA|Quaternary|ammonium|compound-resistance|protein|QacH|OS=Staphylococcus|saprophyticus|GN=qacH|PE=3|SV=1	NZ_CP019041.1	33.663	101	67	0	1	101	1030764	1031066	4.11e-12	58.2	107	100	94
NZ_CP019041.1	BAC0329|qacZ|tr|Q82YU7|Q82YU7_ENTFA|Multidrug|resistance|protein|OS=Enterococcus|faecalis|(strain|ATCC|700802|/|V583)|GN=EF_A0010|PE=3|SV=1	NZ_CP019041.1	43.269	104	59	0	3	106	2516882	2516571	1.01e-18	76.6	107	99	97
NZ_CP019041.1	BAC0329|qacZ|tr|Q82YU7|Q82YU7_ENTFA|Multidrug|resistance|protein|OS=Enterococcus|faecalis|(strain|ATCC|700802|/|V583)|GN=EF_A0010|PE=3|SV=1	NZ_CP019041.1	36.634	101	64	0	1	101	1030764	1031066	9.44e-14	62.8	107	99	94
NZ_CP019041.1	BAC0332|rcnR/yohL|sp|P64530|RCNR_ECOLI|Transcriptional|repressor|RcnR|OS=Escherichia|coli|(strain|K12)|GN=rcnR|PE=1|SV=1	NZ_CP019041.1	46.067	89	45	3	1	88	897221	896961	4.08e-18	74.3	90	100	98
NZ_CP019041.1	BAC0332|rcnR/yohL|sp|P64530|RCNR_ECOLI|Transcriptional|repressor|RcnR|OS=Escherichia|coli|(strain|K12)|GN=rcnR|PE=1|SV=1	NZ_CP019041.1	42.857	84	47	1	8	90	1773745	1773996	5.34e-17	71.2	90	100	92
NZ_CP019041.1	BAC0332|rcnR/yohL|sp|P64530|RCNR_ECOLI|Transcriptional|repressor|RcnR|OS=Escherichia|coli|(strain|K12)|GN=rcnR|PE=1|SV=1	NZ_CP019041.1	43.333	90	48	3	1	89	1348790	1348527	6.3e-17	70.9	90	100	99
NZ_CP019041.1	BAC0356|recG|tr|Q9HTL3|Q9HTL3_PSEAE|ATP-dependent|DNA|helicase|RecG|OS=Pseudomonas|aeruginosa|(strain|ATCC|15692|/|PAO1|/|1C|/|PRS|101|/|LMG|12228)|GN=recG|PE=4|SV=1	NZ_CP019041.1	57.456	684	284	5	9	691	683512	681479	0.0	675.0	691	99	99
NZ_CP019041.1	BAC0357|recG|tr|B5L350|B5L350_9PSED|ATP-dependent|DNA|helicase|(Fragment)|OS=Pseudomonas|corrugata|GN=recG|PE=4|SV=1	NZ_CP019041.1	64.516	155	55	0	2	156	681943	681479	1.2099999999999999e-61	201.0	156	99	99
NZ_CP019041.1	BAC0355|ruvB|sp|Q51426|RUVB_PSEAE|Holliday|junction|ATP-dependent|DNA|helicase|RuvB|OS=Pseudomonas|aeruginosa|(strain|ATCC|15692|/|PAO1|/|1C|/|PRS|101|/|LMG|12228)|GN=ruvB|PE=3|SV=2	NZ_CP019041.1	70.359	334	97	1	2	335	1419756	1418761	7.160000000000001e-156	481.0	352	95	95
NZ_CP019041.1	BAC0293|ruvB|tr|B5L348|B5L348_9PSED|Malic|enzyme|family|protein|(Fragment)|OS=Pseudomonas|corrugata|PE=3|SV=1	NZ_CP019041.1	56.853	394	167	1	4	397	2538458	2539630	1.97e-139	436.0	397	99	99
NZ_CP019041.1	BAC0336|sdeA|tr|D1RKV4|D1RKV4_LEGLO|Multidrug|resistance|secretion|protein|SdeA|OS=Legionella|longbeachae|D-4968|GN=sdeA|PE=4|SV=1	NZ_CP019041.1	24.702	336	198	8	40	334	1314708	1315673	4.5500000000000006e-21	91.7	336	88	88
NZ_CP019041.1	BAC0337|sdeB|tr|Q84GI9|Q84GI9_SERMA|Putative|resistance-nodulation|cell|division|protein|SdeB|OS=Serratia|marcescens|subsp.|marcescens|GN=sdeB|PE=4|SV=2	NZ_CP019041.1	38.931	1066	612	13	4	1046	2852716	2855865	0.0	652.0	1047	99	99
NZ_CP019041.1	BAC0337|sdeB|tr|Q84GI9|Q84GI9_SERMA|Putative|resistance-nodulation|cell|division|protein|SdeB|OS=Serratia|marcescens|subsp.|marcescens|GN=sdeB|PE=4|SV=2	NZ_CP019041.1	37.108	1051	629	13	3	1045	2769424	2766344	1.92e-177	573.0	1047	99	99
NZ_CP019041.1	BAC0337|sdeB|tr|Q84GI9|Q84GI9_SERMA|Putative|resistance-nodulation|cell|division|protein|SdeB|OS=Serratia|marcescens|subsp.|marcescens|GN=sdeB|PE=4|SV=2	NZ_CP019041.1	26.306	1072	702	23	1	1031	2352599	2355673	1.32e-60	224.0	1047	99	98
NZ_CP019041.1	BAC0337|sdeB|tr|Q84GI9|Q84GI9_SERMA|Putative|resistance-nodulation|cell|division|protein|SdeB|OS=Serratia|marcescens|subsp.|marcescens|GN=sdeB|PE=4|SV=2	NZ_CP019041.1	22.654	1055	728	26	19	1031	335565	338591	1.23e-38	154.0	1047	99	97
NZ_CP019041.1	BAC0338|sdeX|tr|Q7WSD6|Q7WSD6_SERMA|Multidrug|efflux|pump|SdeX|OS=Serratia|marcescens|GN=sdeX|PE=4|SV=1	NZ_CP019041.1	45.758	389	204	4	10	393	2851480	2852640	4.79e-91	297.0	393	98	98
NZ_CP019041.1	BAC0339|sdeY|tr|Q7WSD5|Q7WSD5_SERMA|Multidrug|efflux|pump|SdeY|OS=Serratia|marcescens|GN=sdeY|PE=4|SV=1	NZ_CP019041.1	58.366	1016	403	7	1	999	2852713	2855751	0.0	1114.0	1051	95	95
NZ_CP019041.1	BAC0339|sdeY|tr|Q7WSD5|Q7WSD5_SERMA|Multidrug|efflux|pump|SdeY|OS=Serratia|marcescens|GN=sdeY|PE=4|SV=1	NZ_CP019041.1	48.746	997	500	7	1	995	2769424	2766461	0.0	877.0	1051	95	95
NZ_CP019041.1	BAC0339|sdeY|tr|Q7WSD5|Q7WSD5_SERMA|Multidrug|efflux|pump|SdeY|OS=Serratia|marcescens|GN=sdeY|PE=4|SV=1	NZ_CP019041.1	22.515	1026	700	33	14	987	335547	338495	2.32e-38	153.0	1051	95	93
NZ_CP019041.1	BAC0339|sdeY|tr|Q7WSD5|Q7WSD5_SERMA|Multidrug|efflux|pump|SdeY|OS=Serratia|marcescens|GN=sdeY|PE=4|SV=1	NZ_CP019041.1	21.769	1029	736	25	3	998	556929	559907	9.699999999999999e-38	151.0	1051	95	95
NZ_CP019041.1	BAC0340|sepA|sp|Q849Q9|SEPA_PSEP1|Probable|efflux|pump|periplasmic|linker|protein|SepA|OS=Pseudomonas|putida|(strain|F1|/|ATCC|700007)|GN=sepA|PE=3|SV=1	NZ_CP019041.1	44.809	366	180	5	15	360	2851495	2852586	6.31e-79	261.0	382	91	91
NZ_CP019041.1	BAC0341|silA|sp|Q9ZHC9|SILA_SALTM|Putative|cation|efflux|system|protein|SilA|OS=Salmonella|typhimurium|GN=silA|PE=3|SV=1	NZ_CP019041.1	65.84	1048	356	1	1	1046	1242112	1245255	0.0	1392.0	1048	100	99
NZ_CP019041.1	BAC0341|silA|sp|Q9ZHC9|SILA_SALTM|Putative|cation|efflux|system|protein|SilA|OS=Salmonella|typhimurium|GN=silA|PE=3|SV=1	NZ_CP019041.1	33.052	1065	667	20	1	1048	556911	560018	7.239999999999999e-168	545.0	1048	100	100
NZ_CP019041.1	BAC0341|silA|sp|Q9ZHC9|SILA_SALTM|Putative|cation|efflux|system|protein|SilA|OS=Salmonella|typhimurium|GN=silA|PE=3|SV=1	NZ_CP019041.1	32.072	1057	686	15	1	1048	887134	890235	2.85e-159	520.0	1048	100	100
NZ_CP019041.1	BAC0341|silA|sp|Q9ZHC9|SILA_SALTM|Putative|cation|efflux|system|protein|SilA|OS=Salmonella|typhimurium|GN=silA|PE=3|SV=1	NZ_CP019041.1	24.907	1080	709	30	4	1038	2352614	2355682	1.0699999999999999e-55	209.0	1048	100	99
NZ_CP019041.1	BAC0341|silA|sp|Q9ZHC9|SILA_SALTM|Putative|cation|efflux|system|protein|SilA|OS=Salmonella|typhimurium|GN=silA|PE=3|SV=1	NZ_CP019041.1	23.704	1080	713	30	20	1041	2852758	2855838	1.08e-52	199.0	1048	100	98
NZ_CP019041.1	BAC0342|silB|sp|Q9ZHD0|SILB_SALTM|Putative|membrane|fusion|protein|SilB|OS=Salmonella|typhimurium|GN=silB|PE=3|SV=1	NZ_CP019041.1	40.548	365	212	3	45	406	1240730	1241818	4.6e-86	284.0	430	84	84
NZ_CP019041.1	BAC0343|silC|sp|Q9ZHD2|SILC_SALTM|Probable|outer|membrane|lipoprotein|SilC|OS=Salmonella|typhimurium|GN=silC|PE=3|SV=1	NZ_CP019041.1	34.698	464	280	9	7	458	2855925	2857283	5.4099999999999995e-61	213.0	461	99	98
NZ_CP019041.1	BAC0343|silC|sp|Q9ZHD2|SILC_SALTM|Probable|outer|membrane|lipoprotein|SilC|OS=Salmonella|typhimurium|GN=silC|PE=3|SV=1	NZ_CP019041.1	27.848	474	311	12	2	461	820196	818826	1.07e-26	111.0	461	99	99
NZ_CP019041.1	BAC0345|silF|tr|Q9ZHD1|Q9ZHD1_SALTM|Uncharacterized|protein|OS=Salmonella|typhimurium|GN=ORF96|PE=4|SV=1	NZ_CP019041.1	35.443	79	48	2	15	92	1245412	1245642	2.08e-10	52.8	96	96	81
NZ_CP019041.1	BAC0345|silF|tr|Q9ZHD1|Q9ZHD1_SALTM|Uncharacterized|protein|OS=Salmonella|typhimurium|GN=ORF96|PE=4|SV=1	NZ_CP019041.1	30.435	92	60	2	1	92	1241804	1242067	4.52e-08	45.8	96	96	96
NZ_CP019041.1	BAC0346|silP|sp|Q9ZHC7|SILP_SALTM|Silver|exporting|P-type|ATPase|OS=Salmonella|typhimurium|GN=silP|PE=1|SV=1	NZ_CP019041.1	50.667	825	380	8	7	819	1230730	1233159	0.0	778.0	824	99	99
NZ_CP019041.1	BAC0346|silP|sp|Q9ZHC7|SILP_SALTM|Silver|exporting|P-type|ATPase|OS=Salmonella|typhimurium|GN=silP|PE=1|SV=1	NZ_CP019041.1	46.893	676	340	7	159	823	1320113	1318110	4.0799999999999995e-174	555.0	824	99	81
NZ_CP019041.1	BAC0347|silR|sp|Q9ZHD3|SILR_SALTM|Probable|transcriptional|regulatory|protein|SilR|OS=Salmonella|typhimurium|GN=silR|PE=3|SV=1	NZ_CP019041.1	56.388	227	97	2	1	227	1235291	1234617	1.47e-84	271.0	228	100	99
NZ_CP019041.1	BAC0347|silR|sp|Q9ZHD3|SILR_SALTM|Probable|transcriptional|regulatory|protein|SilR|OS=Salmonella|typhimurium|GN=silR|PE=3|SV=1	NZ_CP019041.1	50.667	225	107	4	1	225	1528328	1527666	4.24e-62	206.0	228	100	99
NZ_CP019041.1	BAC0347|silR|sp|Q9ZHD3|SILR_SALTM|Probable|transcriptional|regulatory|protein|SilR|OS=Salmonella|typhimurium|GN=silR|PE=3|SV=1	NZ_CP019041.1	36.283	226	140	3	3	227	1672409	1671741	2.36e-40	144.0	228	100	99
NZ_CP019041.1	BAC0347|silR|sp|Q9ZHD3|SILR_SALTM|Probable|transcriptional|regulatory|protein|SilR|OS=Salmonella|typhimurium|GN=silR|PE=3|SV=1	NZ_CP019041.1	37.975	237	131	6	2	228	535149	534457	9.86e-37	133.0	228	100	99
NZ_CP019041.1	BAC0347|silR|sp|Q9ZHD3|SILR_SALTM|Probable|transcriptional|regulatory|protein|SilR|OS=Salmonella|typhimurium|GN=silR|PE=3|SV=1	NZ_CP019041.1	35.242	227	135	5	2	223	2875079	2874420	1.28e-34	127.0	228	100	97
NZ_CP019041.1	BAC0347|silR|sp|Q9ZHD3|SILR_SALTM|Probable|transcriptional|regulatory|protein|SilR|OS=Salmonella|typhimurium|GN=silR|PE=3|SV=1	NZ_CP019041.1	35.426	223	137	6	3	221	385280	384621	3.33e-33	123.0	228	100	96
NZ_CP019041.1	BAC0347|silR|sp|Q9ZHD3|SILR_SALTM|Probable|transcriptional|regulatory|protein|SilR|OS=Salmonella|typhimurium|GN=silR|PE=3|SV=1	NZ_CP019041.1	34.061	229	142	6	3	227	3033711	3033040	5.68e-30	114.0	228	100	99
NZ_CP019041.1	BAC0347|silR|sp|Q9ZHD3|SILR_SALTM|Probable|transcriptional|regulatory|protein|SilR|OS=Salmonella|typhimurium|GN=silR|PE=3|SV=1	NZ_CP019041.1	36.522	230	131	7	2	223	1074409	1075077	1.8099999999999999e-28	109.0	228	100	97
NZ_CP019041.1	BAC0347|silR|sp|Q9ZHD3|SILR_SALTM|Probable|transcriptional|regulatory|protein|SilR|OS=Salmonella|typhimurium|GN=silR|PE=3|SV=1	NZ_CP019041.1	31.092	238	141	7	2	223	33382	34074	1.06e-25	102.0	228	100	97
NZ_CP019041.1	BAC0348|silS|sp|Q9ZHD4|SILS_SALTM|Probable|sensor|kinase|SilS|OS=Salmonella|typhimurium|GN=silS|PE=3|SV=1	NZ_CP019041.1	32.773	476	288	10	11	483	1234597	1233257	1.5e-69	239.0	497	95	95
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	29.63	270	160	8	1	262	90448	91191	2.7100000000000004e-26	105.0	273	96	96
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	28.992	238	155	5	5	237	1756456	1755770	5.27e-26	104.0	273	96	85
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	31.718	227	137	7	4	222	419259	419909	6.02e-26	103.0	273	96	80
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	24.444	225	156	5	22	239	1499274	1499927	2.88e-19	84.7	273	96	80
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	29.365	252	147	9	6	232	1168646	1169383	4.87e-16	75.1	273	96	83
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	28.384	229	158	5	3	228	1441178	1440501	4.4e-15	72.0	273	96	83
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	26.496	234	156	5	24	251	674977	675648	1.32e-13	67.8	273	96	84
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	25.431	232	153	5	6	225	1821606	1820935	7.59e-13	65.5	273	96	81
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	28.936	235	139	9	1	218	2715135	2714464	9.21e-13	65.1	273	96	80
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	24.67	227	159	7	5	222	418524	419195	2.9e-11	60.8	273	96	80
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	26.383	235	148	7	15	232	2642925	2642245	3.09e-11	60.5	273	96	80
NZ_CP019041.1	BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM|SitB|OS=Salmonella|typhimurium|GN=sitB|PE=3|SV=1	NZ_CP019041.1	25.185	270	151	11	1	235	1503137	1503898	5.03e-09	53.9	273	96	86
